response,context,context/0,context/1,context/2,context/3,context/4,context/5
"Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?",I... think the personality conflict might have been... you.,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing.","This article says the reason we weren't involved was... ""personality conflicts"".","Yikes. Yeah, things did feel less diverse in there.","We weren't here ""last time"", remember? They did a whole Vindicators without us. A bunch of them got killed, too. They lost Lady Katana, Calypso, Diablo Verde..."
"Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?",I... think the personality conflict might have been... you.,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing.","This article says the reason we weren't involved was... ""personality conflicts"".","Yikes. Yeah, things did feel less diverse in there."
"Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?",I... think the personality conflict might have been... you.,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing.","This article says the reason we weren't involved was... ""personality conflicts""."
"Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?",I... think the personality conflict might have been... you.,"Don't worry, Morty, they love you. Superheroes need a wide-eyed unremarkable to tag along and react to everything like it's mind-blowing."
"Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?",I... think the personality conflict might have been... you.
"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?","Jesus... How awesome is that? I mean, they wanted to not need me so bad, they murdered three innocent heroes of color, and they still had to bring me back?"
Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?","Rick, since it's my adventure and all, could you do me a favor?"
"Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us.","Uh, the adventure is the favor, Morty. Me sleeping on these linens is the favor. I mean, w-w-w-what--what are we vindicating? Comfort?"
"Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week.","Rick, this really bums me out. It-It's embarrassing to find out these guys don't like us."
"Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes.","Why? Morty,  I defeat gagoos more powerful than these guys every week."
"Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can...","Yeah, but not heroes."
"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!","Oh, please. They just call themselves heroes so they can..."
I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.,"I'm calling them that, Rick! They're my heroes! Mine!"
You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God.",Huh... no accounting for taste. I'm gonna go get a drink.
I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea.","Oh, God."
"Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission.","Good morning. Looks like your grandpa had a long night. Crocubot, why don't you escort Mr. Sanchez to a more comfortable spot so that someone can...  clean up his diarrhea."
"Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival.","Actually, Noob-Noob, you have a new mission."
"Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change.","Vindicators, prepare for arrival."
"Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.,"Morty, the Vindicators and I had a chat this morning and I'm afraid we need to make a little change."
"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.,I-I totally get it. I-I'm so sorry.
All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.,You should be.  Running around in a yellow t-shirt like you're not one of us? Disgraceful.
Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good.",I-I-I... I'm not a superhero.
Are you all right?,Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs.","Cop a squat, chief.  Everyone in the universe is a hero. All you have to do is know the difference between good and bad, and root for good."
Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?","Rick says ""good"" and ""bad"" are artificial constructs."
Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound.","Yeah, well, I get the feeling... he kind of needs that to be the case.  Not coming, Noob-Noob?"
"Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!","Security drones, inbound."
"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.,All aboard!,"Star Mother, grant me your wrath!"
Barely.,"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.,All aboard!
"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?,Aah!  Gun turret.
Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Are you all right?
"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.
RICK!,"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up.","Ugh! Oh, Christ...",Someone wake up Sanchez.
"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up.","Ugh! Oh, Christ..."
I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.,"Rick, you're up."
"Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?",Barely.
"Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better.",Uh-huh.,"Rick, we're taking fire from an automated turret. Can you bring it offline?"
"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better.",Uh-huh.
Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!,"Uh, my God, that's better."
"Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see.",RICK!
"Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.,"Hey, I can't help if I can't see."
"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!",I could've just used a ghost train.
Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you.","Really? You don't say. You would have used a ghost train?  Hey, everybody, the ghost train guy would have used a ghost train!"
"Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?","Man, fuck you."
"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.,"Is there coffee? Hey, Morty, can you be a pal? Grandpa left his coffee maker on the ship. Y-You know, the French press thing?"
What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?",Get it yourself.
It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?","Little extra  snippy this morning, aren't you?"
I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?","Just focus on the mission, all right?"
"Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!,"Oh, oh, oh, I'm sorry. Oh, you're right. Ooh, real serious. Gotta take it real serious, huh?"
"All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing.",Son of a steam engine! They're all dead!
"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here.","Well, he is the Worldender. The guy ends worlds. Kind of his thing."
He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!,"Ooh, real scared. Real fucking on alert, high alwrt over here."
"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?,What the FUCK?!
Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.,It's Worldender! What happened to him?
I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!",I sense his life force is fading.
"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?","Million Ants, ladies and gentleman! The ant colony with the power of two human eyes!"
"Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!","All right. Short mission, good mission. Remember when Alan wanted to use a ghost train? See you guys in Vindicators 4. Morty?"
"If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.,"Rick, whoever did this is an even bigger threat than Worldender! We can't leave now!"
"Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour.",He's right. This is far from over.
"Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.,"Well, have fun with that. But Morty and I have to meet a comet girl, a monorail man, two assholes and a full alligator in, like, an hour."
"Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.,Shit.
"Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",I sense the presence of a greater evil.
"...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night.","Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!"
"Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know...","Welp, it's official. I had too much to drink last night."
"Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?","If you guys are watching this, you're, you know, the Vindicators. So now that we know..."
"If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout.","Rick? What's going on, buddy?"
"Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?","Obviously, I came here last night during a blackout."
"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.","Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?"
Screw this. I'm not playing his game. I'm gonna find us a way out of here.,"Okay, here we go, room number one. The Vindicators are known throughout the galaxy, but do they know yourselves? Do you know yourselves? Match your... your shit, your... your gimmicks with your faces and y-you get it, it's a matching thing. And do it in three minutes, or you'll  all die.","Well, I-I-I think we've seen enough. I'll just figure out how to unplug this.","If you break the rules, lose the game or try to leave, you will die. Like in  ""Sawwww"".","Morty I'm a drunk, not a hack.","Rick, is-is this a ""Saw"" thing? Are you seriously ""Saw""-ing the Vindicators?","...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours."
